생산일,제품코드,제품명,생산수량,제품LOT,소비기한,상태,채널
2026-05-12,PR065,,7,PRD-20260512-PR065-8305,2026-08-10,완료,coupang
2026-05-12,PR065,,7,PRD-20260512-PR065-8305,2026-08-10,완료,coupang
2026-05-12,PR066,,7,PRD-20260512-PR066-8305,2026-05-15,완료,coupang
2026-05-12,PR067,,48,PRD-20260512-PR067-8305,2026-05-15,완료,coupang
2026-05-12,PR068,,7,PRD-20260512-PR068-8305,2026-05-15,완료,coupang
2026-05-12,PR069,,12,PRD-20260512-PR069-8305,2026-05-15,완료,coupang
2026-05-12,PR070,,8,PRD-20260512-PR070-8305,2026-05-15,완료,coupang
2026-05-12,PR071,,7,PRD-20260512-PR071-8305,2026-05-17,완료,coupang
2026-05-12,PR071,,35,PRD-20260512-PR071-3136,2026-05-17,완료,oasis_paste
2026-05-12,PR072,,4,PRD-20260512-PR072-8305,2026-05-17,완료,coupang
2026-05-12,PR072,,18,PRD-20260512-PR072-3136,2026-05-17,완료,oasis_paste
2026-05-12,PR073,,8,PRD-20260512-PR073-8305,2026-05-15,완료,coupang
2026-05-12,PR074,,8,PRD-20260512-PR074-8305,2026-08-10,완료,coupang
2026-05-12,PR075,,16,PRD-20260512-PR075-8305,2026-05-16,완료,coupang
2026-05-12,PR075,,80,PRD-20260512-PR075-9416,2026-12-17,완료,bmart
2026-05-12,PR077,,5,PRD-20260512-PR077-8305,2026-05-15,완료,coupang
2026-05-12,PR078,,7,PRD-20260512-PR078-8305,2026-05-17,완료,coupang
2026-05-12,PR078,,36,PRD-20260512-PR078-3136,2026-05-17,완료,oasis_paste
2026-05-12,PR079,,56,PRD-20260512-PR079-8305,2026-05-15,완료,coupang
2026-05-12,PR079,,48,PRD-20260512-PR079-8305,2026-05-15,완료,coupang
2026-05-12,PR080,,36,PRD-20260512-PR080-8305,2026-08-10,완료,coupang
2026-05-12,PR081,,16,PRD-20260512-PR081-8305,2026-05-15,완료,coupang
2026-05-12,PR082,,5,PRD-20260512-PR082-8305,2026-05-15,완료,coupang
2026-05-12,PR083,,16,PRD-20260512-PR083-8305,2026-08-10,완료,coupang
2026-05-12,PR083,,80,PRD-20260512-PR083-9416,2026-08-10,완료,bmart
2026-05-12,PR084,,18,PRD-20260512-PR084-8305,2026-05-17,완료,coupang
2026-05-12,PR084,,4,PRD-20260512-PR084-3136,2026-05-17,완료,oasis_paste
2026-05-12,PR085,,7,PRD-20260512-PR085-8305,2026-05-15,완료,coupang
2026-05-12,PR086,,7,PRD-20260512-PR086-8305,2026-05-15,완료,coupang
2026-05-12,PR087,,5,PRD-20260512-PR087-8305,2026-05-15,완료,coupang
2026-05-12,PR088,,8,PRD-20260512-PR088-8305,2026-05-15,완료,coupang
2026-05-12,PR089,,32,PRD-20260512-PR089-8305,2026-05-15,완료,coupang
2026-05-12,PR090,,6,PRD-20260512-PR090-8305,2026-05-15,완료,coupang
2026-05-12,PR091,,8,PRD-20260512-PR091-8305,2026-05-15,완료,coupang
2026-05-12,PR092,,96,PRD-20260512-PR092-8305,2026-08-10,완료,coupang
2026-05-12,PR093,,8,PRD-20260512-PR093-8305,2026-05-15,완료,coupang
2026-05-12,PR094,,8,PRD-20260512-PR094-8305,2026-05-15,완료,coupang
2026-05-12,PR095,,8,PRD-20260512-PR095-8305,2026-05-15,완료,coupang
2026-05-12,PR096,,10,PRD-20260512-PR096-8305,2026-05-15,완료,coupang
2026-05-12,PR097,,10,PRD-20260512-PR097-8305,2026-05-15,완료,coupang
2026-05-12,PR098,,10,PRD-20260512-PR098-8305,2026-05-15,완료,coupang
2026-05-12,PR098,,20,PRD-20260512-PR098-9416,2026-12-08,완료,bmart
2026-05-12,PR099,,10,PRD-20260512-PR099-8305,2026-05-15,완료,coupang
2026-05-12,PR100,,10,PRD-20260512-PR100-8305,2026-05-15,완료,coupang
2026-05-12,PR106,,10,PRD-20260512-PR106-8305,2026-05-15,완료,coupang
2026-05-12,PR108,,10,PRD-20260512-PR108-8305,2026-05-15,완료,coupang
2026-05-12,PR109,,10,PRD-20260512-PR109-8305,2026-05-15,완료,coupang
2026-05-12,PR110,,10,PRD-20260512-PR110-8305,2026-05-15,완료,coupang
2026-05-12,PR111,,20,PRD-20260512-PR111-8305,2026-05-15,완료,coupang
2026-05-12,PR112,,60,PRD-20260512-PR112-8305,2026-05-15,완료,coupang
2026-05-12,PR113,,20,PRD-20260512-PR113-8305,2026-05-15,완료,coupang
2026-05-12,PR114,,120,PRD-20260512-PR114-8305,2026-05-15,완료,coupang
2026-05-12,PR115,,10,PRD-20260512-PR115-8305,2026-05-19,완료,coupang
2026-05-12,PR116,,10,PRD-20260512-PR116-8305,2026-05-15,완료,coupang
2026-05-12,PR117,,10,PRD-20260512-PR117-8305,2026-05-15,완료,coupang
2026-05-12,PR117,,80,PRD-20260512-PR117-9416,2026-12-08,완료,bmart
2026-05-12,PR118,,30,PRD-20260512-PR118-8305,2026-05-15,완료,coupang
2026-05-12,PR119,,20,PRD-20260512-PR119-8305,2026-05-15,완료,coupang
2026-05-12,PR120,,10,PRD-20260512-PR120-8305,2026-05-15,완료,coupang
2026-05-12,PR122,,10,PRD-20260512-PR122-8305,2026-05-15,완료,coupang
2026-05-12,PR123,,20,PRD-20260512-PR123-8305,2026-05-15,완료,coupang
2026-05-12,PR124,,10,PRD-20260512-PR124-8305,2026-05-15,완료,coupang
2026-05-12,PR125,,10,PRD-20260512-PR125-8305,2026-05-15,완료,coupang
2026-05-12,PR127,,6,PRD-20260512-PR127-8305,2026-05-15,완료,coupang
2026-05-12,PR128,,60,PRD-20260512-PR128-8305,2026-05-15,완료,coupang
2026-05-12,PR129,,10,PRD-20260512-PR129-8305,2026-05-15,완료,coupang
2026-05-12,PR140,,40,PRD-20260512-PR140-9416,2026-08-14,완료,bmart
2026-05-12,PR140,,8,PRD-20260512-PR140-3136,2026-08-14,완료,oasis_paste
2026-05-12,PR141,,20,PRD-20260512-PR141-8305,2026-06-12,완료,coupang
2026-05-12,PR145,,40,PRD-20260512-PR145-9416,2026-07-11,완료,bmart
2026-05-12,PR147,,1,PRD-20260512-PR147-3136,2026-08-14,완료,oasis_paste
2026-05-12,PR149,,1,PRD-20260512-PR149-3136,2026-08-14,완료,oasis_paste
2026-05-12,PR150,,4,PRD-20260512-PR150-8305,2026-05-15,완료,coupang
2026-05-12,PR150,,140,PRD-20260512-PR150-9416,2026-12-14,완료,bmart
2026-05-12,PR153,,6,PRD-20260512-PR153-8305,2026-05-15,완료,coupang
2026-05-12,PR154,,7,PRD-20260512-PR154-8305,2026-08-10,완료,coupang
2026-05-12,PR154,,80,PRD-20260512-PR154-9416,2026-08-10,완료,bmart
2026-05-12,PR155,,6,PRD-20260512-PR155-8305,2026-05-15,완료,coupang
2026-05-12,PR157,,20,PRD-20260512-PR157-8305,2026-06-12,완료,coupang
2026-05-12,PR159,,3,PRD-20260512-PR159-8305,2026-05-16,완료,coupang
2026-05-12,PR160,,3,PRD-20260512-PR160-8305,2026-05-15,완료,coupang
2026-05-12,PR161,,10,PRD-20260512-PR161-8305,2026-05-15,완료,coupang
2026-05-12,PR165,,10,PRD-20260512-PR165-8305,2026-05-15,완료,coupang
2026-05-12,PR170,,10,PRD-20260512-PR170-8305,2026-05-15,완료,coupang
2026-05-12,PR171,,15,PRD-20260512-PR171-8305,2026-05-15,완료,coupang
2026-05-12,PR172,,10,PRD-20260512-PR172-8305,2026-05-15,완료,coupang
2026-05-12,PR173,,10,PRD-20260512-PR173-8305,2026-05-15,완료,coupang
2026-05-12,PR174,,10,PRD-20260512-PR174-8305,2026-05-15,완료,coupang
2026-05-12,PR176,,3,PRD-20260512-PR176-8305,2026-05-15,완료,coupang
2026-05-12,PR177,,6,PRD-20260512-PR177-8305,2026-05-15,완료,coupang
2026-05-12,PR178,,6,PRD-20260512-PR178-8305,2026-05-15,완료,coupang
2026-05-12,PR184,,20,PRD-20260512-PR184-8305,2026-06-12,완료,coupang
2026-05-12,PR186,,10,PRD-20260512-PR186-8305,2026-05-15,완료,coupang
2026-05-12,PR188,,7,PRD-20260512-PR188-8305,2026-05-15,완료,coupang
2026-05-12,PR189,,7,PRD-20260512-PR189-8305,2026-05-15,완료,coupang
2026-05-12,PR193,,6,PRD-20260512-PR193-8305,2026-05-15,완료,coupang
2026-05-12,PR196,,60,PRD-20260512-PR196-8305,2026-05-15,완료,coupang
2026-05-12,PR197,,60,PRD-20260512-PR197-8305,2026-05-15,완료,coupang
2026-05-12,PR198,,40,PRD-20260512-PR198-8305,2026-05-15,완료,coupang
2026-05-12,PR199,,10,PRD-20260512-PR199-8305,2026-05-15,완료,coupang
2026-05-12,PR200,,40,PRD-20260512-PR200-8305,2026-05-15,완료,coupang
2026-05-12,PR204,,20,PRD-20260512-PR204-8305,2026-06-12,완료,coupang
2026-05-12,PR221,,3,PRD-20260512-PR221-3136,2026-08-14,완료,oasis_paste
2026-05-12,PR222,,4,PRD-20260512-PR222-3136,2026-08-14,완료,oasis_paste
2026-05-12,PR223,,1,PRD-20260512-PR223-3136,2026-08-14,완료,oasis_paste
2026-05-12,PR224,,3,PRD-20260512-PR224-3136,2026-08-14,완료,oasis_paste
2026-05-12,PR225,,40,PRD-20260512-PR225-9416,2026-07-14,완료,bmart
2026-05-12,PR227,,40,PRD-20260512-PR227-9416,2026-07-11,완료,bmart
2026-05-12,PR231,,20,PRD-20260512-PR231-8305,2026-06-12,완료,coupang
2026-05-12,PR238,,20,PRD-20260512-PR238-8305,2026-06-12,완료,coupang
2026-05-12,PR239,,20,PRD-20260512-PR239-8305,2026-06-12,완료,coupang
2026-05-12,PR240,,20,PRD-20260512-PR240-8305,2026-06-12,완료,coupang
2026-05-12,PR241,,20,PRD-20260512-PR241-8305,2026-06-12,완료,coupang
2026-05-12,PR242,,32,PRD-20260512-PR242-8305,2026-06-12,완료,coupang
2026-05-11,PD186,"통밀 발효종 베이글, 1개입, 120g",10,PRD-20260511-PD186-3394,2027-05-11,완료,coupang
2026-05-11,PD192,"아몬드토끼쿠키, 1개, 180g",7,PRD-20260511-PD192-3394,2026-05-14,완료,coupang
2026-05-11,PR001,,6,PRD-20260511-PR001-3394,2026-05-14,완료,coupang
2026-05-11,PR002,,3,PRD-20260511-PR002-3394,2026-05-14,완료,coupang
2026-05-11,PR003,,4,PRD-20260511-PR003-3394,2026-05-14,완료,coupang
2026-05-11,PR004,,10,PRD-20260511-PR004-3394,2026-05-14,완료,coupang
2026-05-11,PR004,,6,PRD-20260511-PR004-3394,2026-05-14,완료,coupang
2026-05-11,PR005,,4,PRD-20260511-PR005-3394,2026-05-16,완료,coupang
2026-05-11,PR005,,4,PRD-20260511-PR005-1048,2026-05-16,완료,oasis_paste
2026-05-11,PR007,,1,PRD-20260511-PR007-1048,2026-08-11,완료,oasis_paste
2026-05-11,PR008,,15,PRD-20260511-PR008-3394,2026-05-14,완료,coupang
2026-05-11,PR011,,6,PRD-20260511-PR011-3394,2026-05-14,완료,coupang
2026-05-11,PR012,,6,PRD-20260511-PR012-3394,2026-05-14,완료,coupang
2026-05-11,PR013,,8,PRD-20260511-PR013-3394,2026-05-15,완료,coupang
2026-05-11,PR014,,14,PRD-20260511-PR014-3394,2026-08-09,완료,coupang
2026-05-11,PR015,,7,PRD-20260511-PR015-3394,2026-05-14,완료,coupang
2026-05-11,PR016,,12,PRD-20260511-PR016-3394,2026-05-15,완료,coupang
2026-05-11,PR017,,12,PRD-20260511-PR017-3394,2026-05-15,완료,coupang
2026-05-11,PR017,,12,PRD-20260511-PR017-3394,2026-05-15,완료,coupang
2026-05-11,PR018,,8,PRD-20260511-PR018-3394,2026-05-15,완료,coupang
2026-05-11,PR020,,28,PRD-20260511-PR020-3394,2026-08-09,완료,coupang
2026-05-11,PR020,,29,PRD-20260511-PR020-1048,2026-08-09,완료,oasis_paste
2026-05-11,PR021,,3,PRD-20260511-PR021-3394,2026-05-14,완료,coupang
2026-05-11,PR022,,12,PRD-20260511-PR022-3394,2026-05-16,완료,coupang
2026-05-11,PR022,,6,PRD-20260511-PR022-1048,2026-05-16,완료,oasis_paste
2026-05-11,PR024,,7,PRD-20260511-PR024-3394,2026-05-14,완료,coupang
2026-05-11,PR025,,7,PRD-20260511-PR025-3394,2026-05-14,완료,coupang
2026-05-11,PR026,,12,PRD-20260511-PR026-3394,2026-05-14,완료,coupang
2026-05-11,PR027,,3,PRD-20260511-PR027-1048,2026-05-16,완료,oasis_paste
2026-05-11,PR028,,6,PRD-20260511-PR028-3394,2026-05-14,완료,coupang
2026-05-11,PR029,,6,PRD-20260511-PR029-3394,2026-05-16,완료,coupang
2026-05-11,PR029,,12,PRD-20260511-PR029-1048,2026-05-16,완료,oasis_paste
2026-05-11,PR030,,7,PRD-20260511-PR030-3394,2026-05-14,완료,coupang
2026-05-11,PR031,,48,PRD-20260511-PR031-3394,2026-08-09,완료,coupang
2026-05-11,PR031,,48,PRD-20260511-PR031-3394,2026-08-09,완료,coupang
2026-05-11,PR031,,12,PRD-20260511-PR031-3394,2026-08-09,완료,coupang
2026-05-11,PR031,,1,PRD-20260511-PR031-1048,2026-08-09,완료,oasis_paste
2026-05-11,PR032,,7,PRD-20260511-PR032-3394,2026-05-14,완료,coupang
2026-05-11,PR033,,7,PRD-20260511-PR033-3394,2026-05-14,완료,coupang
2026-05-11,PR034,,12,PRD-20260511-PR034-3394,2026-08-09,완료,coupang
2026-05-11,PR035,,7,PRD-20260511-PR035-3394,2026-05-14,완료,coupang
2026-05-11,PR036,,16,PRD-20260511-PR036-3394,2026-05-14,완료,coupang
2026-05-11,PR038,,21,PRD-20260511-PR038-3394,2026-08-09,완료,coupang
2026-05-11,PR039,,6,PRD-20260511-PR039-3394,2026-05-14,완료,coupang
2026-05-11,PR040,,385,PRD-20260511-PR040-3394,2026-08-09,완료,coupang
2026-05-11,PR041,,48,PRD-20260511-PR041-3394,2026-05-16,완료,coupang
2026-05-11,PR041,,57,PRD-20260511-PR041-1048,2026-05-16,완료,oasis_paste
2026-05-11,PR043,,7,PRD-20260511-PR043-3394,2026-08-09,완료,coupang
2026-05-11,PR044,,12,PRD-20260511-PR044-3394,2026-05-14,완료,coupang
2026-05-11,PR045,,12,PRD-20260511-PR045-3394,2026-05-14,완료,coupang
2026-05-11,PR046,,35,PRD-20260511-PR046-3394,2026-05-14,완료,coupang
2026-05-11,PR047,,108,PRD-20260511-PR047-3394,2026-08-09,완료,coupang
2026-05-11,PR057,,301,PRD-20260511-PR057-3394,2026-05-14,완료,coupang
2026-05-11,PR058,,24,PRD-20260511-PR058-3394,2026-08-09,완료,coupang
2026-05-11,PR059,,7,PRD-20260511-PR059-3394,2026-05-14,완료,coupang
2026-05-11,PR060,,7,PRD-20260511-PR060-3394,2026-05-14,완료,coupang
2026-05-11,PR061,,7,PRD-20260511-PR061-3394,2026-05-14,완료,coupang
2026-05-11,PR062,,7,PRD-20260511-PR062-3394,2026-05-14,완료,coupang
2026-05-11,PR063,,7,PRD-20260511-PR063-3394,2026-05-14,완료,coupang
2026-05-11,PR065,,7,PRD-20260511-PR065-3394,2026-08-09,완료,coupang
2026-05-11,PR065,,7,PRD-20260511-PR065-3394,2026-08-09,완료,coupang
2026-05-11,PR066,,7,PRD-20260511-PR066-3394,2026-05-14,완료,coupang
2026-05-11,PR067,,36,PRD-20260511-PR067-3394,2026-05-14,완료,coupang
2026-05-11,PR068,,7,PRD-20260511-PR068-3394,2026-05-14,완료,coupang
2026-05-11,PR069,,12,PRD-20260511-PR069-3394,2026-05-14,완료,coupang
2026-05-11,PR070,,8,PRD-20260511-PR070-3394,2026-05-14,완료,coupang
2026-05-11,PR071,,7,PRD-20260511-PR071-3394,2026-05-16,완료,coupang
2026-05-11,PR071,,96,PRD-20260511-PR071-1048,2026-05-16,완료,oasis_paste
2026-05-11,PR072,,4,PRD-20260511-PR072-3394,2026-05-16,완료,coupang
2026-05-11,PR072,,36,PRD-20260511-PR072-1048,2026-05-16,완료,oasis_paste
2026-05-11,PR073,,4,PRD-20260511-PR073-3394,2026-05-14,완료,coupang
2026-05-11,PR074,,8,PRD-20260511-PR074-3394,2026-08-09,완료,coupang
2026-05-11,PR075,,16,PRD-20260511-PR075-3394,2026-05-15,완료,coupang
2026-05-11,PR077,,5,PRD-20260511-PR077-3394,2026-05-14,완료,coupang
2026-05-11,PR078,,7,PRD-20260511-PR078-3394,2026-05-16,완료,coupang
2026-05-11,PR078,,45,PRD-20260511-PR078-1048,2026-05-16,완료,oasis_paste
2026-05-11,PR079,,63,PRD-20260511-PR079-3394,2026-05-14,완료,coupang
2026-05-11,PR079,,48,PRD-20260511-PR079-3394,2026-05-14,완료,coupang
2026-05-11,PR080,,24,PRD-20260511-PR080-3394,2026-08-09,완료,coupang
2026-05-11,PR081,,16,PRD-20260511-PR081-3394,2026-05-14,완료,coupang
2026-05-11,PR082,,5,PRD-20260511-PR082-3394,2026-05-14,완료,coupang
2026-05-11,PR083,,8,PRD-20260511-PR083-3394,2026-08-09,완료,coupang
2026-05-11,PR084,,18,PRD-20260511-PR084-3394,2026-05-16,완료,coupang
2026-05-11,PR085,,7,PRD-20260511-PR085-3394,2026-05-14,완료,coupang
2026-05-11,PR086,,7,PRD-20260511-PR086-3394,2026-05-14,완료,coupang
2026-05-11,PR087,,5,PRD-20260511-PR087-3394,2026-05-14,완료,coupang
2026-05-11,PR088,,8,PRD-20260511-PR088-3394,2026-05-14,완료,coupang
2026-05-11,PR089,,24,PRD-20260511-PR089-3394,2026-05-14,완료,coupang
2026-05-11,PR090,,6,PRD-20260511-PR090-3394,2026-05-14,완료,coupang
2026-05-11,PR091,,8,PRD-20260511-PR091-3394,2026-05-14,완료,coupang
2026-05-11,PR092,,88,PRD-20260511-PR092-3394,2026-08-09,완료,coupang
2026-05-11,PR093,,8,PRD-20260511-PR093-3394,2026-05-14,완료,coupang
2026-05-11,PR094,,8,PRD-20260511-PR094-3394,2026-05-14,완료,coupang
2026-05-11,PR095,,8,PRD-20260511-PR095-3394,2026-05-14,완료,coupang
2026-05-11,PR096,,10,PRD-20260511-PR096-3394,2026-05-14,완료,coupang
2026-05-11,PR097,,10,PRD-20260511-PR097-3394,2026-05-14,완료,coupang
2026-05-11,PR098,,10,PRD-20260511-PR098-3394,2026-05-14,완료,coupang
2026-05-11,PR099,,10,PRD-20260511-PR099-3394,2026-05-14,완료,coupang
2026-05-11,PR100,,10,PRD-20260511-PR100-3394,2026-05-14,완료,coupang
2026-05-11,PR106,,10,PRD-20260511-PR106-3394,2026-05-14,완료,coupang
2026-05-11,PR108,,10,PRD-20260511-PR108-3394,2026-05-14,완료,coupang
2026-05-11,PR109,,10,PRD-20260511-PR109-3394,2026-05-14,완료,coupang
2026-05-11,PR110,,10,PRD-20260511-PR110-3394,2026-05-14,완료,coupang
2026-05-11,PR111,,10,PRD-20260511-PR111-3394,2026-05-14,완료,coupang
2026-05-11,PR112,,50,PRD-20260511-PR112-3394,2026-05-14,완료,coupang
2026-05-11,PR113,,10,PRD-20260511-PR113-3394,2026-05-14,완료,coupang
2026-05-11,PR114,,140,PRD-20260511-PR114-3394,2026-05-14,완료,coupang
2026-05-11,PR115,,10,PRD-20260511-PR115-3394,2026-05-18,완료,coupang
2026-05-11,PR116,,20,PRD-20260511-PR116-3394,2026-05-14,완료,coupang
2026-05-11,PR117,,10,PRD-20260511-PR117-3394,2026-05-14,완료,coupang
2026-05-11,PR118,,15,PRD-20260511-PR118-3394,2026-05-14,완료,coupang
2026-05-11,PR119,,20,PRD-20260511-PR119-3394,2026-05-14,완료,coupang
2026-05-11,PR120,,10,PRD-20260511-PR120-3394,2026-05-14,완료,coupang
2026-05-11,PR122,,10,PRD-20260511-PR122-3394,2026-05-14,완료,coupang
2026-05-11,PR123,,20,PRD-20260511-PR123-3394,2026-05-14,완료,coupang
2026-05-11,PR124,,10,PRD-20260511-PR124-3394,2026-05-14,완료,coupang
2026-05-11,PR125,,10,PRD-20260511-PR125-3394,2026-05-14,완료,coupang
2026-05-11,PR127,,6,PRD-20260511-PR127-3394,2026-05-14,완료,coupang
2026-05-11,PR128,,60,PRD-20260511-PR128-3394,2026-05-14,완료,coupang
2026-05-11,PR129,,10,PRD-20260511-PR129-3394,2026-05-14,완료,coupang
2026-05-11,PR140,,20,PRD-20260511-PR140-1048,2026-08-13,완료,oasis_paste
2026-05-11,PR148,,20,PRD-20260511-PR148-3394,2026-06-11,완료,coupang
2026-05-11,PR150,,4,PRD-20260511-PR150-3394,2026-05-14,완료,coupang
2026-05-11,PR153,,6,PRD-20260511-PR153-3394,2026-05-14,완료,coupang
2026-05-11,PR154,,7,PRD-20260511-PR154-3394,2026-08-09,완료,coupang
2026-05-11,PR155,,6,PRD-20260511-PR155-3394,2026-05-14,완료,coupang
2026-05-11,PR156,,20,PRD-20260511-PR156-3394,2026-06-11,완료,coupang
2026-05-11,PR159,,3,PRD-20260511-PR159-3394,2026-05-15,완료,coupang
2026-05-11,PR160,,3,PRD-20260511-PR160-3394,2026-05-14,완료,coupang
2026-05-11,PR161,,15,PRD-20260511-PR161-3394,2026-05-14,완료,coupang
2026-05-11,PR165,,10,PRD-20260511-PR165-3394,2026-05-14,완료,coupang
2026-05-11,PR170,,10,PRD-20260511-PR170-3394,2026-05-14,완료,coupang
2026-05-11,PR171,,15,PRD-20260511-PR171-3394,2026-05-14,완료,coupang
2026-05-11,PR172,,10,PRD-20260511-PR172-3394,2026-05-14,완료,coupang
2026-05-11,PR173,,10,PRD-20260511-PR173-3394,2026-05-14,완료,coupang
2026-05-11,PR174,,10,PRD-20260511-PR174-3394,2026-05-14,완료,coupang
2026-05-11,PR176,,3,PRD-20260511-PR176-3394,2026-05-14,완료,coupang
2026-05-11,PR177,,6,PRD-20260511-PR177-3394,2026-05-14,완료,coupang
2026-05-11,PR178,,6,PRD-20260511-PR178-3394,2026-05-14,완료,coupang
2026-05-11,PR179,,6,PRD-20260511-PR179-3394,2026-05-17,완료,coupang
2026-05-11,PR180,,6,PRD-20260511-PR180-3394,2026-05-17,완료,coupang
2026-05-11,PR181,,6,PRD-20260511-PR181-3394,2026-05-17,완료,coupang
2026-05-11,PR182,,8,PRD-20260511-PR182-3394,2026-05-17,완료,coupang
2026-05-11,PR183,,8,PRD-20260511-PR183-3394,2026-05-17,완료,coupang
2026-05-11,PR184,,20,PRD-20260511-PR184-3394,2026-06-11,완료,coupang
2026-05-11,PR186,,10,PRD-20260511-PR186-3394,2026-05-14,완료,coupang
2026-05-11,PR188,,7,PRD-20260511-PR188-3394,2026-05-14,완료,coupang
2026-05-11,PR189,,7,PRD-20260511-PR189-3394,2026-05-14,완료,coupang
2026-05-11,PR193,,6,PRD-20260511-PR193-3394,2026-05-14,완료,coupang
2026-05-11,PR196,,60,PRD-20260511-PR196-3394,2026-05-14,완료,coupang
2026-05-11,PR197,,60,PRD-20260511-PR197-3394,2026-05-14,완료,coupang
2026-05-11,PR198,,40,PRD-20260511-PR198-3394,2026-05-14,완료,coupang
2026-05-11,PR199,,10,PRD-20260511-PR199-3394,2026-05-14,완료,coupang
2026-05-11,PR200,,40,PRD-20260511-PR200-3394,2026-05-14,완료,coupang
2026-05-11,PR202,,64,PRD-20260511-PR202-3394,2026-06-11,완료,coupang
2026-05-11,PR203,,64,PRD-20260511-PR203-3394,2026-06-11,완료,coupang
2026-05-11,PR206,,20,PRD-20260511-PR206-3394,2026-06-11,완료,coupang
2026-05-11,PR210,,12,PRD-20260511-PR210-3394,2026-06-11,완료,coupang
2026-05-11,PR212,,20,PRD-20260511-PR212-3394,2026-06-11,완료,coupang
2026-05-11,PR221,,7,PRD-20260511-PR221-1048,2026-08-13,완료,oasis_paste
2026-05-11,PR224,,8,PRD-20260511-PR224-1048,2026-08-13,완료,oasis_paste
2026-05-10,PD186,"통밀 발효종 베이글, 1개입, 120g",10,PRD-20260510-PD186-1035,2027-05-10,완료,coupang
2026-05-10,PD192,"아몬드토끼쿠키, 1개, 180g",7,PRD-20260510-PD192-1035,2026-05-13,완료,coupang
2026-05-10,PR001,,6,PRD-20260510-PR001-1035,2026-05-13,완료,coupang
2026-05-10,PR002,,3,PRD-20260510-PR002-1035,2026-05-13,완료,coupang
2026-05-10,PR003,,4,PRD-20260510-PR003-1035,2026-05-13,완료,coupang
2026-05-10,PR004,,10,PRD-20260510-PR004-1035,2026-05-13,완료,coupang
2026-05-10,PR004,,6,PRD-20260510-PR004-1035,2026-05-13,완료,coupang
2026-05-10,PR005,,30,PRD-20260510-PR005-5932,2026-05-15,완료,direct_store
2026-05-10,PR005,,6,PRD-20260510-PR005-8664,2026-05-15,완료,direct_store
2026-05-10,PR005,,30,PRD-20260510-PR005-4492,2026-05-15,완료,direct_store
2026-05-10,PR005,,6,PRD-20260510-PR005-7127,2026-05-15,완료,direct_store
2026-05-10,PR005,,4,PRD-20260510-PR005-1035,2026-05-15,완료,coupang
2026-05-10,PR007,,2,PRD-20260510-PR007-9143,2026-05-17,완료,direct_store
2026-05-10,PR007,,2,PRD-20260510-PR007-7520,2026-05-17,완료,direct_store
2026-05-10,PR008,,15,PRD-20260510-PR008-1035,2026-05-13,완료,coupang
2026-05-10,PR011,,6,PRD-20260510-PR011-1035,2026-05-13,완료,coupang
2026-05-10,PR012,,6,PRD-20260510-PR012-1035,2026-05-13,완료,coupang
2026-05-10,PR013,,8,PRD-20260510-PR013-1035,2026-05-14,완료,coupang
2026-05-10,PR014,,14,PRD-20260510-PR014-1035,2026-08-08,완료,coupang
2026-05-10,PR015,,7,PRD-20260510-PR015-1035,2026-05-13,완료,coupang
2026-05-10,PR016,,12,PRD-20260510-PR016-1035,2026-05-14,완료,coupang
2026-05-10,PR017,,12,PRD-20260510-PR017-1035,2026-05-14,완료,coupang
2026-05-10,PR017,,12,PRD-20260510-PR017-1035,2026-05-14,완료,coupang
2026-05-10,PR018,,8,PRD-20260510-PR018-1035,2026-05-14,완료,coupang
2026-05-10,PR020,,32,PRD-20260510-PR020-1035,2026-08-08,완료,coupang
2026-05-10,PR021,,3,PRD-20260510-PR021-1035,2026-05-13,완료,coupang
